"persona","cognome","nome","dataNascita","nato","luogoNascita","genere","collegio","nomeGruppo","sigla","commissione","aggiornamento"
"http://dati.camera.it/ocd/persona.rdf/p307790","DELL'OLIO","GIANMAURO","19680307","nato a BARI, BARI, PUGLIA, il 07.03.1968","BARI","male","PUGLIA - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)",2025-11-06 13:18:46
"http://dati.camera.it/ocd/persona.rdf/p307822","L'ABBATE","PASQUA","19660502","nato a POLIGNANO A MARE, BARI, PUGLIA, il 02.05.1966","POLIGNANO A MARE","female","PUGLIA - P03","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2025-11-06 13:19:31
"http://dati.camera.it/ocd/persona.rdf/p307822","L'ABBATE","PASQUA","19660502","nato a POLIGNANO A MARE, BARI, PUGLIA, il 02.05.1966","POLIGNANO A MARE","female","PUGLIA - P03","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMMISSIONE PARLAMENTARE PER L'INFANZIA E L'ADOLESCENZA",2025-11-06 13:19:31
"http://dati.camera.it/ocd/persona.rdf/p307416","CANTONE","LUCIANO","19870524","nato a CATANIA, CATANIA, SICILIA, il 24.05.1987","CATANIA","male","SICILIA 2 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DELLA NATO",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p307416","CANTONE","LUCIANO","19870524","nato a CATANIA, CATANIA, SICILIA, il 24.05.1987","CATANIA","male","SICILIA 2 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)",2025-11-08 13:17:16
"http://dati.camera.it/ocd/persona.rdf/p307435","BALDINO","VITTORIA","19880528","nato a ROSSANO, COSENZA, CALABRIA, il 28.05.1988","ROSSANO","female","CALABRIA - P01","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COLLEGIO D'APPELLO",2025-11-08 13:17:21
"http://dati.camera.it/ocd/persona.rdf/p307435","BALDINO","VITTORIA","19880528","nato a ROSSANO, COSENZA, CALABRIA, il 28.05.1988","ROSSANO","female","CALABRIA - P01","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","I COMMISSIONE (AFFARI COSTITUZIONALI, DELLA PRESIDENZA DEL CONSIGLIO E INTERNI)",2025-11-08 13:17:21
"http://dati.camera.it/ocd/persona.rdf/p307531","GUBITOSA","MICHELE","19791221","nato a ATRIPALDA, AVELLINO, CAMPANIA, il 21.12.1979","ATRIPALDA","male","CAMPANIA 2 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FENOMENO DELLE MAFIE E SULLE ALTRE ASSOCIAZIONI CRIMINALI, ANCHE STRANIERE",2025-11-08 13:17:22
"http://dati.camera.it/ocd/persona.rdf/p307531","GUBITOSA","MICHELE","19791221","nato a ATRIPALDA, AVELLINO, CAMPANIA, il 21.12.1979","ATRIPALDA","male","CAMPANIA 2 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","VI COMMISSIONE (FINANZE)",2025-11-08 13:17:22
"http://dati.camera.it/ocd/persona.rdf/p307302","ASCARI","STEFANIA","19800303","nato a CORREGGIO, REGGIO NELL'EMILIA, EMILIA-ROMAGNA, il 03.03.1980","CORREGGIO","female","EMILIA-ROMAGNA - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","CONSIGLIO DI GIURISDIZIONE",2025-11-08 13:17:31
"http://dati.camera.it/ocd/persona.rdf/p307302","ASCARI","STEFANIA","19800303","nato a CORREGGIO, REGGIO NELL'EMILIA, EMILIA-ROMAGNA, il 03.03.1980","CORREGGIO","female","EMILIA-ROMAGNA - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FEMMINICIDIO, NONCHE' SU OGNI FORMA DI VIOLENZA DI GENERE",2025-11-08 13:17:31
"http://dati.camera.it/ocd/persona.rdf/p307302","ASCARI","STEFANIA","19800303","nato a CORREGGIO, REGGIO NELL'EMILIA, EMILIA-ROMAGNA, il 03.03.1980","CORREGGIO","female","EMILIA-ROMAGNA - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FENOMENO DELLE MAFIE E SULLE ALTRE ASSOCIAZIONI CRIMINALI, ANCHE STRANIERE",2025-11-08 13:17:31
"http://dati.camera.it/ocd/persona.rdf/p307302","ASCARI","STEFANIA","19800303","nato a CORREGGIO, REGGIO NELL'EMILIA, EMILIA-ROMAGNA, il 03.03.1980","CORREGGIO","female","EMILIA-ROMAGNA - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMMISSIONE PARLAMENTARE DI INCHIESTA SUI FATTI ACCADUTI PRESSO LA COMUNITA' «IL FORTETO»",2025-11-08 13:17:31
"http://dati.camera.it/ocd/persona.rdf/p307302","ASCARI","STEFANIA","19800303","nato a CORREGGIO, REGGIO NELL'EMILIA, EMILIA-ROMAGNA, il 03.03.1980","CORREGGIO","female","EMILIA-ROMAGNA - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLA SCOMPARSA DI EMANUELA ORLANDI E DI MIRELLA GREGORI",2025-11-08 13:17:31
"http://dati.camera.it/ocd/persona.rdf/p307302","ASCARI","STEFANIA","19800303","nato a CORREGGIO, REGGIO NELL'EMILIA, EMILIA-ROMAGNA, il 03.03.1980","CORREGGIO","female","EMILIA-ROMAGNA - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","GIUNTA DELLE ELEZIONI",2025-11-08 13:17:31
"http://dati.camera.it/ocd/persona.rdf/p307302","ASCARI","STEFANIA","19800303","nato a CORREGGIO, REGGIO NELL'EMILIA, EMILIA-ROMAGNA, il 03.03.1980","CORREGGIO","female","EMILIA-ROMAGNA - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","II COMMISSIONE (GIUSTIZIA)",2025-11-08 13:17:31
"http://dati.camera.it/ocd/persona.rdf/p308824","APPENDINO","CHIARA","19840612","nato a MONCALIERI, TORINO, PIEMONTE, il 12.06.1984","MONCALIERI","female","PIEMONTE 2 - P02","MOVIMENTO 5 STELLE (M5S) (18.10.2022","M5S","X COMMISSIONE (ATTIVITA'  PRODUTTIVE, COMMERCIO E TURISMO)",2024-01-26 12:45:29
"http://dati.camera.it/ocd/persona.rdf/p307575","MASCHIO","CIRO","19710723","nato a NEGRAR, VERONA, VENETO, il 23.07.1971","NEGRAR","male","VENETO 2 - P03","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","CONFERENZA DEI PRESIDENTI DELLE COMMISSIONI PERMANENTI",2025-06-17 12:43:55
"http://dati.camera.it/ocd/persona.rdf/p307575","MASCHIO","CIRO","19710723","nato a NEGRAR, VERONA, VENETO, il 23.07.1971","NEGRAR","male","VENETO 2 - P03","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","II COMMISSIONE (GIUSTIZIA)",2025-06-17 12:43:55
"http://dati.camera.it/ocd/persona.rdf/p301457","FRASSINETTI","PAOLA","19560502","nato a GENOVA, GENOVA, LIGURIA, il 02.05.1956","GENOVA","female","LOMBARDIA 1 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","VI COMMISSIONE (FINANZE)",2025-06-17 12:44:04
"http://dati.camera.it/ocd/persona.rdf/p307455","ROTELLI","MAURO","19710402","nato a VITERBO, VITERBO, LAZIO, il 02.04.1971","VITERBO","male","LAZIO 2 - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","CONFERENZA DEI PRESIDENTI DELLE COMMISSIONI PERMANENTI",2025-06-17 12:44:04
"http://dati.camera.it/ocd/persona.rdf/p307455","ROTELLI","MAURO","19710402","nato a VITERBO, VITERBO, LAZIO, il 02.04.1971","VITERBO","male","LAZIO 2 - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2025-06-17 12:44:04
"http://dati.camera.it/ocd/persona.rdf/p308923","PULCIANI","PAOLO","19720203","nato a ROMA, ROMA, LAZIO, il 03.02.1972","ROMA","male","LAZIO 2 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FEMMINICIDIO, NONCHE' SU OGNI FORMA DI VIOLENZA DI GENERE",2025-11-06 13:18:43
"http://dati.camera.it/ocd/persona.rdf/p308923","PULCIANI","PAOLO","19720203","nato a ROMA, ROMA, LAZIO, il 03.02.1972","ROMA","male","LAZIO 2 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA",2025-11-06 13:18:43
"http://dati.camera.it/ocd/persona.rdf/p308923","PULCIANI","PAOLO","19720203","nato a ROMA, ROMA, LAZIO, il 03.02.1972","ROMA","male","LAZIO 2 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","GIUNTA PER LE AUTORIZZAZIONI",2025-11-06 13:18:43
"http://dati.camera.it/ocd/persona.rdf/p308923","PULCIANI","PAOLO","19720203","nato a ROMA, ROMA, LAZIO, il 03.02.1972","ROMA","male","LAZIO 2 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","II COMMISSIONE (GIUSTIZIA)",2025-11-06 13:18:43
"http://dati.camera.it/ocd/persona.rdf/p308839","PALOMBI","ALESSANDRO","19760707","nato a TIVOLI, ROMA, LAZIO, il 07.07.1976","TIVOLI","male","LAZIO 1 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE DI INCHIESTA SUI FATTI ACCADUTI PRESSO LA COMUNITA' «IL FORTETO»",2025-11-06 13:18:44
"http://dati.camera.it/ocd/persona.rdf/p308839","PALOMBI","ALESSANDRO","19760707","nato a TIVOLI, ROMA, LAZIO, il 07.07.1976","TIVOLI","male","LAZIO 1 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA",2025-11-06 13:18:44
"http://dati.camera.it/ocd/persona.rdf/p308839","PALOMBI","ALESSANDRO","19760707","nato a TIVOLI, ROMA, LAZIO, il 07.07.1976","TIVOLI","male","LAZIO 1 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI",2025-11-06 13:18:44
"http://dati.camera.it/ocd/persona.rdf/p308839","PALOMBI","ALESSANDRO","19760707","nato a TIVOLI, ROMA, LAZIO, il 07.07.1976","TIVOLI","male","LAZIO 1 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","GIUNTA PER LE AUTORIZZAZIONI",2025-11-06 13:18:44
"http://dati.camera.it/ocd/persona.rdf/p308839","PALOMBI","ALESSANDRO","19760707","nato a TIVOLI, ROMA, LAZIO, il 07.07.1976","TIVOLI","male","LAZIO 1 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","II COMMISSIONE (GIUSTIZIA)",2025-11-06 13:18:44
"http://dati.camera.it/ocd/persona.rdf/p308762","BENVENUTI GOSTOLI","STEFANO MARIA","19760117","nato a ANCONA, ANCONA, MARCHE, il 17.01.1976","ANCONA","male","MARCHE - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMITATO PARLAMENTARE PER I PROCEDIMENTI DI ACCUSA",2025-11-06 13:19:00
"http://dati.camera.it/ocd/persona.rdf/p308762","BENVENUTI GOSTOLI","STEFANO MARIA","19760117","nato a ANCONA, ANCONA, MARCHE, il 17.01.1976","ANCONA","male","MARCHE - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI",2025-11-06 13:19:00
"http://dati.camera.it/ocd/persona.rdf/p308762","BENVENUTI GOSTOLI","STEFANO MARIA","19760117","nato a ANCONA, ANCONA, MARCHE, il 17.01.1976","ANCONA","male","MARCHE - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","GIUNTA PER LE AUTORIZZAZIONI",2025-11-06 13:19:00
"http://dati.camera.it/ocd/persona.rdf/p308762","BENVENUTI GOSTOLI","STEFANO MARIA","19760117","nato a ANCONA, ANCONA, MARCHE, il 17.01.1976","ANCONA","male","MARCHE - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","VIII COMMISSIONE (AMBIENTE, TERRITORIO E LAVORI PUBBLICI)",2025-11-06 13:19:00
"http://dati.camera.it/ocd/persona.rdf/p308792","PELLICINI","ANDREA","19700128","nato a VARESE, VARESE, LOMBARDIA, il 28.01.1970","VARESE","male","LOMBARDIA 2 - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE GIURISDIZIONALE PER IL PERSONALE",2025-11-06 13:19:17
"http://dati.camera.it/ocd/persona.rdf/p308792","PELLICINI","ANDREA","19700128","nato a VARESE, VARESE, LOMBARDIA, il 28.01.1970","VARESE","male","LOMBARDIA 2 - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE PER LA SEMPLIFICAZIONE",2025-11-06 13:19:17
"http://dati.camera.it/ocd/persona.rdf/p308792","PELLICINI","ANDREA","19700128","nato a VARESE, VARESE, LOMBARDIA, il 28.01.1970","VARESE","male","LOMBARDIA 2 - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","GIUNTA DELLE ELEZIONI",2025-11-06 13:19:17
"http://dati.camera.it/ocd/persona.rdf/p308792","PELLICINI","ANDREA","19700128","nato a VARESE, VARESE, LOMBARDIA, il 28.01.1970","VARESE","male","LOMBARDIA 2 - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","II COMMISSIONE (GIUSTIZIA)",2025-11-06 13:19:17
"http://dati.camera.it/ocd/persona.rdf/p308940","LOPERFIDO","EMANUELE","19751104","nato a PORDENONE, PORDENONE, FRIULI-VENEZIA-GIULIA, il 04.11.1975","PORDENONE","male","FRIULI-VENEZIA GIULIA - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","DELEGAZIONE ITALIANA PRESSO L'ASSEMBLEA PARLAMENTARE DELL'ORGANIZZAZIONE PER LA SICUREZZA E LA COOPERAZIONE IN EUROPA OSCE",2025-11-07 13:19:30
"http://dati.camera.it/ocd/persona.rdf/p308940","LOPERFIDO","EMANUELE","19751104","nato a PORDENONE, PORDENONE, FRIULI-VENEZIA-GIULIA, il 04.11.1975","PORDENONE","male","FRIULI-VENEZIA GIULIA - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","IV COMMISSIONE (DIFESA)",2025-11-07 13:19:30
"http://dati.camera.it/ocd/persona.rdf/p308940","LOPERFIDO","EMANUELE","19751104","nato a PORDENONE, PORDENONE, FRIULI-VENEZIA-GIULIA, il 04.11.1975","PORDENONE","male","FRIULI-VENEZIA GIULIA - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)",2025-11-07 13:19:30
"http://dati.camera.it/ocd/persona.rdf/p308940","LOPERFIDO","EMANUELE","19751104","nato a PORDENONE, PORDENONE, FRIULI-VENEZIA-GIULIA, il 04.11.1975","PORDENONE","male","FRIULI-VENEZIA GIULIA - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMITATO PERMANENTE PER L'ATTUAZIONE DELL'AGENDA 2030 E LO SVILUPPO SOSTENIBILE",2025-11-07 13:19:30
"http://dati.camera.it/ocd/persona.rdf/p308940","LOPERFIDO","EMANUELE","19751104","nato a PORDENONE, PORDENONE, FRIULI-VENEZIA-GIULIA, il 04.11.1975","PORDENONE","male","FRIULI-VENEZIA GIULIA - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMITATO PERMANENTE SUI DIRITTI UMANI NEL MONDO",2025-11-07 13:19:30
"http://dati.camera.it/ocd/persona.rdf/p308940","LOPERFIDO","EMANUELE","19751104","nato a PORDENONE, PORDENONE, FRIULI-VENEZIA-GIULIA, il 04.11.1975","PORDENONE","male","FRIULI-VENEZIA GIULIA - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMITATO PERMANENTE SULLA POLITICA ESTERA PER L'ARTICO",2025-11-07 13:19:30
"http://dati.camera.it/ocd/persona.rdf/p308796","COPPO","MARCELLO","19781127","nato a ASTI, ASTI, PIEMONTE, il 27.11.1978","ASTI","male","PIEMONTE 2 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI LAVORO IN ITALIA, SULLO SFRUTTAMENTO E SULLA TUTELA DELLA SALUTE E DELLA SICUREZZA NEI LUOGHI DI LAVORO PUBBLICI E PRIVATI",2025-11-07 13:19:31
"http://dati.camera.it/ocd/persona.rdf/p308796","COPPO","MARCELLO","19781127","nato a ASTI, ASTI, PIEMONTE, il 27.11.1978","ASTI","male","PIEMONTE 2 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","GIUNTA DELLE ELEZIONI",2025-11-07 13:19:31
"http://dati.camera.it/ocd/persona.rdf/p308796","COPPO","MARCELLO","19781127","nato a ASTI, ASTI, PIEMONTE, il 27.11.1978","ASTI","male","PIEMONTE 2 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO)",2025-11-07 13:19:31
"http://dati.camera.it/ocd/persona.rdf/p308924","GRUPPIONI","NAIKE","19790125","nato a BOLOGNA, BOLOGNA, EMILIA-ROMAGNA, il 25.01.1979","BOLOGNA","female","EMILIA-ROMAGNA - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMITATO PARLAMENTARE DI CONTROLLO SULL'ATTUAZIONE DELL'ACCORDO DI SCHENGEN, DI VIGILANZA SULL'ATTIVITA' DI EUROPOL, DI CONTROLLO E VIGILANZA IN MATERIA DI IMMIGRAZIONE",2025-11-07 13:19:31
"http://dati.camera.it/ocd/persona.rdf/p308924","GRUPPIONI","NAIKE","19790125","nato a BOLOGNA, BOLOGNA, EMILIA-ROMAGNA, il 25.01.1979","BOLOGNA","female","EMILIA-ROMAGNA - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE CONDIZIONI DI LAVORO IN ITALIA, SULLO SFRUTTAMENTO E SULLA TUTELA DELLA SALUTE E DELLA SICUREZZA NEI LUOGHI DI LAVORO PUBBLICI E PRIVATI",2025-11-07 13:19:31
"http://dati.camera.it/ocd/persona.rdf/p308924","GRUPPIONI","NAIKE","19790125","nato a BOLOGNA, BOLOGNA, EMILIA-ROMAGNA, il 25.01.1979","BOLOGNA","female","EMILIA-ROMAGNA - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE DI INCHIESTA SULLE ATTIVITA' ILLECITE CONNESSE AL CICLO DEI RIFIUTI E SU ALTRI ILLECITI AMBIENTALI E AGROALIMENTARI",2025-11-07 13:19:31
"http://dati.camera.it/ocd/persona.rdf/p308924","GRUPPIONI","NAIKE","19790125","nato a BOLOGNA, BOLOGNA, EMILIA-ROMAGNA, il 25.01.1979","BOLOGNA","female","EMILIA-ROMAGNA - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","III COMMISSIONE (AFFARI ESTERI E COMUNITARI)",2025-11-07 13:19:31
"http://dati.camera.it/ocd/persona.rdf/p308924","GRUPPIONI","NAIKE","19790125","nato a BOLOGNA, BOLOGNA, EMILIA-ROMAGNA, il 25.01.1979","BOLOGNA","female","EMILIA-ROMAGNA - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMITATO PERMANENTE SUL COMMERCIO INTERNAZIONALE",2025-11-07 13:19:31
"http://dati.camera.it/ocd/persona.rdf/p308924","GRUPPIONI","NAIKE","19790125","nato a BOLOGNA, BOLOGNA, EMILIA-ROMAGNA, il 25.01.1979","BOLOGNA","female","EMILIA-ROMAGNA - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMITATO PERMANENTE SULLA POLITICA ESTERA PER L'AREA INDO-MEDITERRANEA",2025-11-07 13:19:31
"http://dati.camera.it/ocd/persona.rdf/p307511","CIABURRO","MONICA","19700412","nato a CUNEO, CUNEO, PIEMONTE, il 12.04.1970","CUNEO","female","PIEMONTE 2 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","IV COMMISSIONE (DIFESA)",2025-11-07 13:19:37
"http://dati.camera.it/ocd/persona.rdf/p307511","CIABURRO","MONICA","19700412","nato a CUNEO, CUNEO, PIEMONTE, il 12.04.1970","CUNEO","female","PIEMONTE 2 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","XIII COMMISSIONE (AGRICOLTURA)",2025-11-07 13:19:37
"http://dati.camera.it/ocd/persona.rdf/p307612","OSNATO","MARCO","19720320","nato a BELLUNO, BELLUNO, VENETO, il 20.03.1972","BELLUNO","male","LOMBARDIA 1 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","CONFERENZA DEI PRESIDENTI DELLE COMMISSIONI PERMANENTI",2025-11-07 13:19:46
"http://dati.camera.it/ocd/persona.rdf/p307612","OSNATO","MARCO","19720320","nato a BELLUNO, BELLUNO, VENETO, il 20.03.1972","BELLUNO","male","LOMBARDIA 1 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","COMMISSIONE PARLAMENTARE DI VIGILANZA SULLA CASSA DEPOSITI E PRESTITI",2025-11-07 13:19:46
"http://dati.camera.it/ocd/persona.rdf/p307612","OSNATO","MARCO","19720320","nato a BELLUNO, BELLUNO, VENETO, il 20.03.1972","BELLUNO","male","LOMBARDIA 1 - P02","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","VI COMMISSIONE (FINANZE)",2025-11-07 13:19:46
"http://dati.camera.it/ocd/persona.rdf/p307452","PRISCO","EMANUELE","19771123","nato a PERUGIA, PERUGIA, UMBRIA, il 23.11.1977","PERUGIA","male","UMBRIA - P01","FRATELLI D'ITALIA (FDI) (18.10.2022","FDI","IV COMMISSIONE (DIFESA)",2025-11-07 13:19:46
"http://dati.camera.it/ocd/persona.rdf/p302789","MADIA","MARIA ANNA","19800905","nato a ROMA, ROMA, LAZIO, il 05.09.1980","ROMA","female","LAZIO 2 - P01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP","COMMISSIONE PARLAMENTARE DI INCHIESTA SUI FATTI ACCADUTI PRESSO LA COMUNITA' «IL FORTETO»",2025-11-06 13:18:45
"http://dati.camera.it/ocd/persona.rdf/p302789","MADIA","MARIA ANNA","19800905","nato a ROMA, ROMA, LAZIO, il 05.09.1980","ROMA","female","LAZIO 2 - P01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP","XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)",2025-11-06 13:18:45
"http://dati.camera.it/ocd/persona.rdf/p302789","MADIA","MARIA ANNA","19800905","nato a ROMA, ROMA, LAZIO, il 05.09.1980","ROMA","female","LAZIO 2 - P01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP","GIUNTA PER IL REGOLAMENTO",2025-11-06 13:18:45
"http://dati.camera.it/ocd/persona.rdf/p302789","MADIA","MARIA ANNA","19800905","nato a ROMA, ROMA, LAZIO, il 05.09.1980","ROMA","female","LAZIO 2 - P01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP","COMMISSIONE PARLAMENTARE PER L'INFANZIA E L'ADOLESCENZA",2025-11-06 13:18:45
"http://dati.camera.it/ocd/persona.rdf/p307304","PAGANO","UBALDO","19790516","nato a BARI, BARI, PUGLIA, il 16.05.1979","BARI","male","PUGLIA - P03","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP","COMMISSIONE PARLAMENTARE PER LA SEMPLIFICAZIONE",2025-11-06 13:19:01
"http://dati.camera.it/ocd/persona.rdf/p307304","PAGANO","UBALDO","19790516","nato a BARI, BARI, PUGLIA, il 16.05.1979","BARI","male","PUGLIA - P03","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP","V COMMISSIONE (BILANCIO, TESORO E PROGRAMMAZIONE)",2025-11-06 13:19:01
"http://dati.camera.it/ocd/persona.rdf/p307561","DE LUCA","PIERO","19800611","nato a CAVA DE' TIRRENI, SALERNO, CAMPANIA, il 11.06.1980","CAVA DE' TIRRENI","male","CAMPANIA 2 - P02","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP","COMMISSIONE PARLAMENTARE PER L'ATTUAZIONE DEL FEDERALISMO FISCALE",2025-11-06 13:19:01
"http://dati.camera.it/ocd/persona.rdf/p307561","DE LUCA","PIERO","19800611","nato a CAVA DE' TIRRENI, SALERNO, CAMPANIA, il 11.06.1980","CAVA DE' TIRRENI","male","CAMPANIA 2 - P02","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP","COMMISSIONE PARLAMENTARE PER LE QUESTIONI REGIONALI",2025-11-06 13:19:01
"http://dati.camera.it/ocd/persona.rdf/p307561","DE LUCA","PIERO","19800611","nato a CAVA DE' TIRRENI, SALERNO, CAMPANIA, il 11.06.1980","CAVA DE' TIRRENI","male","CAMPANIA 2 - P02","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP","XIV COMMISSIONE (POLITICHE DELL'UNIONE EUROPEA)",2025-11-06 13:19:01
"http://dati.camera.it/ocd/persona.rdf/p307826","LAUS","MAURO ANTONIO DONATO","19660807","nato a LAVELLO, POTENZA, BASILICATA, il 07.08.1966","LAVELLO","male","PIEMONTE 1 - P01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP","XI COMMISSIONE (LAVORO PUBBLICO E PRIVATO)",2025-11-06 13:19:17
"http://dati.camera.it/ocd/persona.rdf/p308243","PROVENZANO","GIUSEPPE LUCIANO CALOGERO","19820723","nato a SAN CATALDO, CALTANISSETTA, SICILIA, il 23.07.1982","SAN CATALDO","male","SICILIA 1 - P01","PARTITO DEMOCRATICO - ITALIA DEMOCRATICA E PROGRESSISTA (PD-IDP) (18.10.2022","PD-IDP","COMMISSIONE PARLAMENTARE DI INCHIESTA SUL FENOMENO DELLE MAFIE E SULLE ALTRE ASSOCIAZIONI CRIMINALI, ANCHE STRANIERE",2025-11-06 13:19:31
